Name,ChEMBL_ID,SMILES
IODIPAMIDE,CHEMBL1165268,OC(=O)c1c(I)cc(I)c(NC(=O)CCCCC(=O)Nc2c(I)cc(I)c(C(=O)O)c2I)c1I
FEBUXOSTAT,CHEMBL1164729,CC(C)COc1ccc(cc1C#N)c2nc(C)c(s2)C(=O)O
PONATINIB,CHEMBL1171837,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc4cnc5cccnn45)cc2C(F)(F)F)CC1
AFATINIB,CHEMBL1173655,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]4CCOC4
RUCAPARIB,CHEMBL1173055,CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34
CHLOROPROCAINE,CHEMBL1179047,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl
CETRIMIDE,CHEMBL1180003,CCCCCCCCCCCCCC[N+](C)(C)C
ALCURONIUM,CHEMBL1180293,OC\C=C/1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1\C\5=C\N6[C@H]7\C(=C/N([C@H]35)c8ccccc48)\[C@H]9C[C@H]%10[C@@]7(CC[N+]%10(CC=C)C/C/9=C/CO)c%11ccccc6%11
PROPANTHELINE,CHEMBL1180725,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3ccccc13)C(C)C
MIVACURIUM,CHEMBL1182833,COc1cc2CC[N+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]3(C)CCc4cc(OC)c(OC)cc4[C@H]3Cc5cc(OC)c(OC)c(OC)c5)[C@H](Cc6cc(OC)c(OC)c(OC)c6)c2cc1OC
ISAVUCONAZONIUM,CHEMBL1183349,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]2cnn(C[C@@](O)([C@@H](C)c3nc(cs3)c4ccc(cc4)C#N)c5cc(F)ccc5F)c2
ALMITRINE,CHEMBL1183717,Fc1ccc(cc1)C(N2CCN(CC2)c3nc(NCC=C)nc(NCC=C)n3)c4ccc(F)cc4
DIAMTHAZOLE,CHEMBL1184360,CCN(CC)CCOc1ccc2nc(sc2c1)N(C)C
ACRIFLAVINE,CHEMBL1184529,C[n+]1c2cc(N)ccc2cc3ccc(N)cc13
DITHIAZANINE,CHEMBL1185568,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc4ccccc14
METHYLNALTREXONE,CHEMBL1186579,C[N+]1(CC2CC2)CC[C@]34[C@H]5Oc6c(O)ccc(C[C@@H]1[C@]3(O)CCC5=O)c46
ANISOTROPINE,CHEMBL1186610,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C
DOMIPHEN,CHEMBL1187011,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1
BENZALKONIUM,CHEMBL1187417,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
METHYLATROPINE,CHEMBL1187724,C[N+]1(C)[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3
UMECLIDINIUM,CHEMBL1187833,OC(c1ccccc1)(c2ccccc2)C34CC[N+](CCOCc5ccccc5)(CC3)CC4
SCOPOLAMINE,CHEMBL1187846,CN1[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4
OLOPATADINE,CHEMBL1189432,CN(C)CC\C=C/1\c2ccccc2COc3ccc(CC(=O)O)cc13
PALONOSETRON,CHEMBL1189679,O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5
ACLIDINIUM,CHEMBL1194325,OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5
DIETHYLPROPION,CHEMBL1194666,CCN(CC)C(C)C(=O)c1ccccc1
ISOXSUPRINE,CHEMBL1197051,CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2
VILANTEROL,CHEMBL1198857,OCc1cc(ccc1O)[C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl
BRETYLIUM,CHEMBL1199080,CC[N+](C)(C)Cc1ccccc1Br
DISTIGMINE,CHEMBL1199307,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc2ccc[n+](C)c2
FOSAPREPITANT,CHEMBL1199324,C[C@@H](O[C@H]1OCCN(CC2=NN(C(=O)N2)P(=O)(O)O)[C@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F
SULFISOXAZOLE DIOLAMINE,CHEMBL1200321,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C.OCCNCCO
ESCITALOPRAM OXALATE,CHEMBL1200322,CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c3ccc(F)cc3.OC(=O)C(=O)O
LABETALOL HYDROCHLORIDE,CHEMBL1200323,Cl.CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N
NICARDIPINE HYDROCHLORIDE,CHEMBL1200326,Cl.COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C
DULOXETINE HYDROCHLORIDE,CHEMBL1200328,Cl.CNCC[C@H](Oc1cccc2ccccc12)c3cccs3
TIZANIDINE HYDROCHLORIDE,CHEMBL1200329,Cl.Clc1ccc2nsnc2c1NC3=NCCN3
PILOCARPINE HYDROCHLORIDE,CHEMBL1200330,Cl.CC[C@H]1[C@@H](Cc2cncn2C)COC1=O
FOSFOMYCIN TROMETHAMINE,CHEMBL1200331,C[C@@H]1O[C@@H]1P(=O)(O)[O-].[NH3+]C(CO)(CO)CO
PROTRIPTYLINE HYDROCHLORIDE,CHEMBL1200332,Cl.CNCCCC1c2ccccc2C=Cc3ccccc13
MORICIZINE HYDROCHLORIDE,CHEMBL1200334,Cl.CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN4CCOCC4)c2c1
TESTOSTERONE ENANTHATE,CHEMBL1200335,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
PINACIDIL,CHEMBL1200338,O.CC(N\C(=N/C#N)\Nc1ccncc1)C(C)(C)C
PHENYLEPHRINE HYDROCHLORIDE,CHEMBL1200339,Cl.CNC[C@H](O)c1cccc(O)c1
OSELTAMIVIR PHOSPHATE,CHEMBL1200340,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(=O)C)[C@@H](N)C1.OP(=O)(O)O
INDECAINIDE HYDROCHLORIDE,CHEMBL1200341,Cl.CC(C)NCCCC1(C(=O)N)c2ccccc2c3ccccc13
PARAMETHASONE ACETATE,CHEMBL1200342,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C
PERINDOPRIL ERBUMINE,CHEMBL1200343,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)C(=O)OCC.CC(C)(C)N
SODIUM SUCCINATE,CHEMBL1200345,[Na+].OC(=O)CCC(=O)[O-]
ISOPROPAMIDE IODIDE,CHEMBL1200347,[I-].CC(C)[N+](C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)C(C)C
SULCONAZOLE NITRATE,CHEMBL1200348,O[N+](=O)[O-].Clc1ccc(CSC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1
IODIPAMIDE SODIUM,CHEMBL1200350,[Na+].[Na+].[O-]C(=O)c1c(I)cc(I)c(NC(=O)CCCCC(=O)Nc2c(I)cc(I)c(C(=O)[O-])c2I)c1I
SULFADIAZINE SODIUM,CHEMBL1200351,[Na+].Nc1ccc(cc1)S(=O)(=O)[N-]c2ncccn2
MEGLUMINE METRIZOATE,CHEMBL1200353,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CN(C(=O)C)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I
SODIUM TETRADECYL SULFATE,CHEMBL1200354,[Na+].CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-]
CYCLACILLIN,CHEMBL1200356,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O
MOXALACTAM DISODIUM,CHEMBL1200357,[Na+].[Na+].CO[C@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)[C@H]3OCC(=C(N3C1=O)C(=O)[O-])CSc4nnnn4C
SODIUM PHENYLACETATE,CHEMBL1200358,[Na+].[O-]C(=O)Cc1ccccc1
SULFAMETER,CHEMBL1200359,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
IOFETAMINE HYDROCHLORIDE I 123,CHEMBL1200360,Cl.CC(C)NC(C)Cc1ccc([123I])cc1
PENBUTOLOL SULFATE,CHEMBL1200363,CC(C)(C)NC[C@H](O)COc1ccccc1C2CCCC2.OS(=O)(=O)O
AMINOHIPPURATE SODIUM,CHEMBL1200365,[Na+].Nc1ccc(cc1)C(=O)NCC(=O)[O-]
CEPHALEXIN HYDROCHLORIDE,CHEMBL1200366,O.Cl.CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(=O)O
ECHOTHIOPHATE IODIDE,CHEMBL1200367,[I-].CCOP(=O)(OCC)SCC[N+](C)(C)C
BENTIROMIDE,CHEMBL1200368,OC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c3ccccc3)cc1
BENZOYL PEROXIDE,CHEMBL1200370,O=C(OOC(=O)c1ccccc1)c2ccccc2
EXEMESTANE,CHEMBL1200374,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O
EDETATE CALCIUM DISODIUM,CHEMBL1200375,[Na+].[Na+].[Ca+2].[O-]C(=O)CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]
BETAMETHASONE BENZOATE,CHEMBL1200376,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c5ccccc5)C(=O)CO
AMPHETAMINE ASPARTATE,CHEMBL1200377,CC(N)Cc1ccccc1.NC(CC(=O)O)C(=O)O
APRACLONIDINE HYDROCHLORIDE,CHEMBL1200379,Cl.Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1
ACYCLOVIR SODIUM,CHEMBL1200380,[Na+].Nc1nc([O-])c2ncn(COCCO)c2n1
ARGININE HYDROCHLORIDE,CHEMBL1200381,Cl.N[C@@H](CCCNC(=N)N)C(=O)O
BEPRIDIL HYDROCHLORIDE,CHEMBL1200382,O.Cl.CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3
BENZTROPINE MESYLATE,CHEMBL1200383,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c3ccccc3)c4ccccc4.CS(=O)(=O)O
BETAMETHASONE DIPROPIONATE,CHEMBL1200384,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
ARBUTAMINE HYDROCHLORIDE,CHEMBL1200385,Cl.O[C@@H](CNCCCCc1ccc(O)cc1)c2ccc(O)c(O)c2
PREDNICARBATE,CHEMBL1200386,CCOC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC
AMPHETAMINE ADIPATE,CHEMBL1200387,CC(N)Cc1ccccc1.OC(=O)CCCCC(=O)O
CLOXACILLIN SODIUM,CHEMBL1200388,O.[Na+].Cc1onc(c2ccccc2Cl)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)[O-]
TROMETHAMINE,CHEMBL1200391,NC(CO)(CO)CO
DOXYLAMINE SUCCINATE,CHEMBL1200392,CN(C)CCOC(C)(c1ccccc1)c2ccccn2.OC(=O)CCC(=O)O
GREPAFLOXACIN HYDROCHLORIDE,CHEMBL1200393,Cl.CC1CN(CCN1)c2cc3N(C=C(C(=O)O)C(=O)c3c(C)c2F)C4CC4
ORPHENADRINE CITRATE,CHEMBL1200395,CN(C)CCOC(c1ccccc1)c2ccccc2C.OC(=O)CC(O)(CC(=O)O)C(=O)O
BUPIVACAINE HYDROCHLORIDE,CHEMBL1200396,Cl.CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C
BUTENAFINE HYDROCHLORIDE,CHEMBL1200397,Cl.CN(Cc1ccc(cc1)C(C)(C)C)Cc2cccc3ccccc23
BUTOCONAZOLE NITRATE,CHEMBL1200398,O[N+](=O)[O-].Clc1ccc(CCC(Cn2ccnc2)Sc3c(Cl)cccc3Cl)cc1
BUSPIRONE HYDROCHLORIDE,CHEMBL1200399,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4
AZATHIOPRINE SODIUM,CHEMBL1200400,[Na+].Cn1cnc(c1Sc2ncnc3nc[n-]c23)[N+](=O)[O-]
AMLODIPINE BESYLATE,CHEMBL1200402,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C.OS(=O)(=O)c3ccccc3
BUCLIZINE HYDROCHLORIDE,CHEMBL1200403,Cl.CC(C)(C)c1ccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)cc1
BITOLTEROL MESYLATE,CHEMBL1200405,Cc1ccc(cc1)C(=O)Oc2ccc(cc2OC(=O)c3ccc(C)cc3)C(O)CNC(C)(C)C.CS(=O)(=O)O
DIMENHYDRINATE,CHEMBL1200406,CN(C)CCOC(c1ccccc1)c2ccccc2.CN3C(=O)N(C)c4nc(Cl)[nH]c4C3=O
LIDOCAINE HYDROCHLORIDE,CHEMBL1200409,O.Cl.CCN(CC)CC(=O)Nc1c(C)cccc1C
PROCARBAZINE HYDROCHLORIDE,CHEMBL1200410,Cl.CNNCc1ccc(cc1)C(=O)NC(C)C
ROPINIROLE HYDROCHLORIDE,CHEMBL1200411,Cl.CCCN(CCC)CCc1cccc2NC(=O)Cc12
NANDROLONE PHENPROPIONATE,CHEMBL1200412,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2OC(=O)CCc5ccccc5
TETRAHYDROZOLINE HYDROCHLORIDE,CHEMBL1200413,Cl.C1CC(C2=NCCN2)c3ccccc3C1
DOBUTAMINE HYDROCHLORIDE,CHEMBL1200418,Cl.CC(CCc1ccc(O)cc1)NCCc2ccc(O)c(O)c2
MOLINDONE HYDROCHLORIDE,CHEMBL1200419,Cl.CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12
MIDAZOLAM HYDROCHLORIDE,CHEMBL1200420,Cl.Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12
METRIZOATE SODIUM,CHEMBL1200423,[Na+].CN(C(=O)C)c1c(I)c(NC(=O)C)c(I)c(C(=O)[O-])c1I
PENTETATE ZINC TRISODIUM,CHEMBL1200424,[Na+].[Na+].[Na+].[Zn+2].[O-]C(=O)CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-]
PARGYLINE HYDROCHLORIDE,CHEMBL1200425,Cl.CN(CC#C)Cc1ccccc1
METHIXENE HYDROCHLORIDE,CHEMBL1200426,O.Cl.CN1CCCC(CC2c3ccccc3Sc4ccccc24)C1
ESTRADIOL ACETATE,CHEMBL1200430,CC(=O)Oc1ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2c1
METHYLDOPATE HYDROCHLORIDE,CHEMBL1200432,Cl.CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1
OXTRIPHYLLINE,CHEMBL1200434,CN1C(=O)N(C)c2nc[n-]c2C1=O.C[N+](C)(C)CCO
OXANDROLONE,CHEMBL1200436,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C
QUINIDINE GLUCONATE,CHEMBL1200437,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O
TIOCONAZOLE,CHEMBL1200438,Clc1ccc(C(Cn2ccnc2)OCc3ccsc3Cl)c(Cl)c1
IODOHIPPURATE SODIUM I 123,CHEMBL1200439,[Na+].[O-]C(=O)CNC(=O)c1ccccc1[123I]
MEPIVACAINE HYDROCHLORIDE,CHEMBL1200440,Cl.CN1CCCCC1C(=O)Nc2c(C)cccc2C
PIRBUTEROL ACETATE,CHEMBL1200444,CC(=O)O.CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
TRIPELENNAMINE HYDROCHLORIDE,CHEMBL1200446,Cl.CN(C)CCN(Cc1ccccc1)c2ccccn2
TILUDRONATE DISODIUM,CHEMBL1200448,[Na+].[Na+].OP(=O)([O-])C(Sc1ccc(Cl)cc1)P(=O)(O)[O-]
TRIAMCINOLONE DIACETATE,CHEMBL1200449,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(=O)C
DOCOSANOL,CHEMBL1200453,CCCCCCCCCCCCCCCCCCCCCCO
VALGANCICLOVIR HYDROCHLORIDE,CHEMBL1200454,Cl.CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2C(=O)N=C(N)Nc12
IOHEXOL,CHEMBL1200455,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
POTASSIUM CITRATE,CHEMBL1200458,[K+].[K+].[K+].OC(CC(=O)[O-])(CC(=O)[O-])C(=O)[O-]
"POTASSIUM PHOSPHATE, DIBASIC",CHEMBL1200459,[K+].[K+].OP(=O)([O-])[O-]
MIDODRINE HYDROCHLORIDE,CHEMBL1200461,Cl.COc1ccc(OC)c(c1)C(O)CNC(=O)CN
OXAPROZIN POTASSIUM,CHEMBL1200463,[K+].[O-]C(=O)CCc1oc(c2ccccc2)c(n1)c3ccccc3
PROPARACAINE HYDROCHLORIDE,CHEMBL1200464,Cl.CCCOc1ccc(cc1N)C(=O)OCCN(CC)CC
HYDROXYZINE PAMOATE,CHEMBL1200467,OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3.OC(=O)c4cc5ccccc5c(Cc6c(O)c(cc7ccccc67)C(=O)O)c4O
MALATHION,CHEMBL1200468,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
PROMAZINE HYDROCHLORIDE,CHEMBL1200469,Cl.CN(C)CCCN1c2ccccc2Sc3ccccc13
ESOMEPRAZOLE SODIUM,CHEMBL1200470,[Na+].COc1ccc2[n-]c(nc2c1)[S@@+]([O-])Cc3ncc(C)c(OC)c3C
QUAZEPAM,CHEMBL1200472,Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23
CYCLOPENTOLATE HYDROCHLORIDE,CHEMBL1200473,Cl.CN(C)CCOC(=O)C(c1ccccc1)C2(O)CCCC2
DEMECLOCYCLINE HYDROCHLORIDE,CHEMBL1200474,Cl.CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N
DAUNORUBICIN CITRATE,CHEMBL1200475,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C.OC(=O)CC(O)(CC(=O)O)C(=O)O
ALLOPURINOL SODIUM,CHEMBL1200477,[Na+].O=C1[N-]C=Nc2[nH]ncc12
DYCLONINE HYDROCHLORIDE,CHEMBL1200478,Cl.CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2
DICYCLOMINE HYDROCHLORIDE,CHEMBL1200479,Cl.CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
CEFOPERAZONE SODIUM,CHEMBL1200482,[Na+].CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)[O-])CSc4nnnn4C)c5ccc(O)cc5)C(=O)C1=O
PHENMETRAZINE HYDROCHLORIDE,CHEMBL1200483,Cl.CC1NCCOC1c2ccccc2
SORAFENIB TOSYLATE,CHEMBL1200485,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1.Cc4ccc(cc4)S(=O)(=O)O
ETHACRYNATE SODIUM,CHEMBL1200487,[Na+].CCC(=C)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl
EPINASTINE HYDROCHLORIDE,CHEMBL1200491,Cl.NC1=NCC2N1c3ccccc3Cc4ccccc24
NEFAZODONE HYDROCHLORIDE,CHEMBL1200492,Cl.CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4
NAFTIFINE HYDROCHLORIDE,CHEMBL1200493,Cl.CN(C\C=C\c1ccccc1)Cc2cccc3ccccc23
GUANFACINE HYDROCHLORIDE,CHEMBL1200494,Cl.NC(=N)NC(=O)Cc1c(Cl)cccc1Cl
HYDROCORTISONE SODIUM SUCCINATE,CHEMBL1200495,[Na+].C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)COC(=O)CCC(=O)[O-])[C@@]4(C)C[C@H](O)[C@H]23
CYCLIZINE LACTATE,CHEMBL1200497,CC(O)C(=O)O.CN1CCN(CC1)C(c2ccccc2)c3ccccc3
ALATROFLOXACIN MESYLATE,CHEMBL1200498,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(C[C@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F.CS(=O)(=O)O
BECLOMETHASONE DIPROPIONATE,CHEMBL1200500,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C
BROMOCRIPTINE MESYLATE,CHEMBL1200503,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C.CS(=O)(=O)O
ERYTHROMYCIN LACTOBIONATE,CHEMBL1200506,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.OC[C@@H](O)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@@H](O)C(=O)O
IOXAGLATE MEGLUMINE,CHEMBL1200508,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC(=O)c1c(I)c(N(C)C(=O)C)c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c1I
ERYTHROMYCIN STEARATE,CHEMBL1200510,CCCCCCCCCCCCCCCCCC(=O)O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
DEMECARIUM BROMIDE,CHEMBL1200514,[Br-].[Br-].CN(CCCCCCCCCCN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C)C(=O)Oc2cccc(c2)[N+](C)(C)C
DESERPIDINE,CHEMBL1200515,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6
DIHYDROERGOTAMINE MESYLATE,CHEMBL1200517,CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O.CS(=O)(=O)O
ALMOTRIPTAN MALATE,CHEMBL1200521,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.OC(CC(=O)O)C(=O)O
AVOBENZONE,CHEMBL1200522,COc1ccc(cc1)C(=O)CC(=O)c2ccc(cc2)C(C)(C)C
CEFAZOLIN SODIUM,CHEMBL1200523,[Na+].Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn4cnnn4)C3=O)C(=O)[O-])s1
ATRACURIUM BESYLATE,CHEMBL1200527,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]4(C)CCc5cc(OC)c(OC)cc5C4Cc6ccc(OC)c(OC)c6)cc1OC.[O-]S(=O)(=O)c7ccccc7.[O-]S(=O)(=O)c8ccccc8
CEFOXITIN SODIUM,CHEMBL1200530,[Na+].CO[C@]1(NC(=O)Cc2cccs2)[C@H]3SCC(=C(N3C1=O)C(=O)[O-])COC(=O)N
ALFENTANIL HYDROCHLORIDE,CHEMBL1200531,Cl.CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)c3ccccc3)C1=O
METHDILAZINE HYDROCHLORIDE,CHEMBL1200532,Cl.CN1CCC(CN2c3ccccc3Sc4ccccc24)C1
MOEXIPRIL HYDROCHLORIDE,CHEMBL1200534,Cl.CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3cc(OC)c(OC)cc3C[C@H]2C(=O)O
BETAMETHASONE ACETATE,CHEMBL1200538,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C
CALCIUM CARBONATE,CHEMBL1200539,[Ca+2].[O-]C(=O)[O-]
AMBENONIUM CHLORIDE,CHEMBL1200541,[Cl-].[Cl-].CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc2ccccc2Cl
DESOXYCORTICOSTERONE ACETATE,CHEMBL1200542,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
ANILERIDINE PHOSPHATE,CHEMBL1200543,CCOC(=O)C1(CCN(CCc2ccc(N)cc2)CC1)c3ccccc3.OP(=O)(O)O
CEPHALEXIN,CHEMBL1200544,O.CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(=O)O
DIFLORASONE DIACETATE,CHEMBL1200545,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C
MANGANESE CHLORIDE,CHEMBL1200548,O.[Cl-].[Cl-].[Mn+2]
